Возраст,Среднемесячный расход,Средняя продолжительность разговоров,Звонков днем за месяц,Звонков вечером за месяц,Звонков ночью за месяц,Звонки в другие города,Звонки в другие страны,Доля звонков на стационарные телефоны,Количество SMS за месяц,Дата подключения тарифа
20,19.67,0.2,36.0,101.0,7,0,0,6,12,2018-10-03 18:33:38
60,402.99,5.7,43.0,38.0,4,3,0,12,5,2018-06-14 10:32:25
36,156.7,2.0,35.0,74.0,0,5,3,26,24,2018-07-04 16:30:12
34,162.75,1.4,70.0,82.0,5,5,0,8,16,2021-03-07 10:57:51
43,6.31,1.1,5.0,2.0,0,0,0,0,0,2016-02-11 17:54:08
45,683.56,4.9,62.0,132.0,0,0,0,3,3,2017-02-09 12:32:23
60,2888.54,8.2,431.0,111.0,22,32,0,58,0,2019-03-19 14:59:09
52,1049.9,8.2,70.0,103.0,0,0,0,0,3,2016-01-14 15:41:26
35,147.27,1.7,69.0,38.0,2,31,0,28,43,2018-04-21 10:08:30
65,15.96,1.9,3.0,4.0,0,0,0,6,2,2021-09-13 17:29:32
61,110.88,3.3,27.0,1.0,0,0,0,7,3,2018-08-04 15:31:45
48,566.72,3.2,82.0,138.0,0,18,0,3,4,2017-08-21 10:24:11
31,341.25,2.5,74.0,91.0,0,2,0,17,41,2016-01-18 10:58:11
70,73.92,2.8,12.0,10.0,0,0,0,8,3,2019-08-23 11:21:12
43,86.95,1.3,31.0,60.0,2,0,0,19,14,2016-05-30 15:09:08
58,305.44,3.5,56.0,58.0,0,5,0,7,4,2016-09-23 18:34:25
35,529.76,4.3,67.0,81.0,0,2,0,20,14,2017-05-30 14:04:15
45,15.07,2.3,4.0,4.0,0,0,0,0,0,2021-06-11 11:50:54
56,748.16,8.1,80.0,30.0,6,0,1,26,4,2016-08-16 15:01:27
33,318.91,3.1,50.0,89.0,3,0,0,6,17,2018-04-25 12:53:25
68,35.28,1.4,18.0,3.0,0,0,0,9,2,2015-06-14 17:26:38
56,364.05,4.5,55.0,49.0,2,5,0,2,4,2016-11-26 16:37:16
26,619.74,6.9,33.0,93.0,2,7,0,6,10,2016-08-04 16:15:11
27,2424.24,16.0,142.0,114.0,43,2,0,0,98,2018-10-24 16:20:01
32,911.52,7.2,77.0,121.0,26,6,0,7,57,2019-06-14 16:56:51
27,1005.08,7.8,111.0,110.0,30,2,0,10,22,2016-09-04 11:34:52
48,273.27,3.0,43.0,83.0,0,0,0,18,4,2021-02-16 15:57:24
58,232.19,2.7,31.0,92.0,0,0,0,21,4,2018-10-22 10:20:54
20,15.8,0.4,23.0,39.0,0,0,0,4,11,2017-01-07 16:58:02
63,12.48,1.3,2.0,6.0,0,0,0,2,2,2015-11-30 11:08:15
53,1185.97,8.7,65.0,122.0,0,0,0,9,4,2015-04-08 12:54:27
20,69.56,2.1,49.0,2.0,2,2,0,0,13,2020-04-07 11:27:02
60,436.1,3.5,36.0,128.0,0,0,0,4,4,2018-10-18 13:05:03
52,417.36,4.2,53.0,81.0,0,34,0,15,3,2018-10-10 12:36:30
43,279.45,4.1,59.0,24.0,0,2,2,0,15,2016-06-15 12:07:22
57,628.53,6.6,38.0,94.0,5,0,0,8,5,2020-04-16 16:59:38
46,925.82,8.6,111.0,12.0,2,0,0,7,4,2017-11-01 11:20:10
24,45.36,0.6,39.0,62.0,14,2,0,0,35,2015-11-21 11:44:56
52,224.77,1.3,70.0,148.0,0,0,0,1,0,2016-05-28 12:55:22
24,912.04,7.2,96.0,121.0,30,7,0,4,120,2017-05-17 12:51:39
49,17.28,1.2,10.0,6.0,0,0,0,0,0,2015-01-16 10:48:29
47,250.09,2.6,60.0,66.0,0,7,0,2,1,2020-03-17 17:02:10
49,17.69,1.8,7.0,5.0,0,0,0,0,0,2015-07-06 15:57:16
47,284.1,2.0,44.0,157.0,8,0,0,14,2,2018-04-02 10:17:45
43,133.32,1.3,32.0,116.0,0,0,0,25,22,2020-11-10 13:12:20
33,922.47,6.2,119.0,101.0,105,8,0,0,87,2021-05-14 17:05:56
60,772.8,6.0,50.0,109.0,8,0,0,10,5,2021-07-19 12:47:29
24,720.51,7.3,33.0,104.0,8,0,0,2,71,2015-11-06 12:51:12
26,437.58,3.4,91.0,87.0,73,5,0,14,27,2017-01-17 14:52:11
46,259.26,3.7,55.0,33.0,0,1,0,26,2,2015-01-14 12:58:15
60,1116.99,8.1,55.0,117.0,6,3,0,3,5,2016-07-24 15:07:26
19,114.66,2.4,36.0,39.0,0,0,0,4,115,2020-07-30 18:03:53
38,714.56,5.8,57.0,95.0,2,0,0,19,1,2016-10-28 11:12:49
60,222.46,2.8,36.0,61.0,3,2,0,18,4,2020-03-11 10:39:22
44,305.76,2.4,62.0,95.0,0,32,0,14,1,2021-04-19 14:19:18
28,334.3,3.2,47.0,97.0,2,43,0,7,53,2019-01-19 12:01:36
56,360.8,2.4,69.0,136.0,6,2,3,12,3,2021-05-08 15:13:09
55,913.27,5.9,94.0,110.0,2,0,1,17,4,2020-06-14 11:29:19
68,1234.51,6.0,158.0,140.0,50,5,0,27,0,2018-08-12 14:35:39
27,1019.65,9.0,126.0,64.0,35,4,0,4,72,2019-06-26 16:25:05
35,357.63,2.6,69.0,98.0,3,7,0,11,26,2018-03-31 18:11:38
54,715.48,6.4,92.0,44.0,5,0,0,0,5,2019-08-02 13:13:53
41,160.52,1.4,63.0,91.0,0,30,0,0,41,2021-03-11 18:23:43
30,707.0,5.0,65.0,111.0,0,22,1,22,54,2021-08-22 11:09:47
21,169.95,2.9,27.0,64.0,2,0,0,1,19,2018-12-29 17:44:56
20,54.81,0.9,52.0,34.0,2,0,0,4,71,2018-04-06 12:40:34
58,487.94,4.0,67.0,95.0,5,0,0,18,3,2019-04-24 16:59:55
46,80.85,1.1,70.0,7.0,0,17,0,2,3,2021-04-02 17:58:05
30,1016.65,7.6,94.0,115.0,72,15,3,12,116,2019-07-10 13:35:41
56,285.29,3.9,64.0,12.0,5,0,0,5,2,2016-10-14 16:32:51
31,1504.78,10.6,84.0,135.0,82,6,0,9,38,2021-07-02 14:09:10
45,950.46,9.3,45.0,82.0,0,0,0,27,2,2019-06-18 15:58:19
21,145.04,3.3,18.0,35.0,32,0,0,7,13,2016-09-27 14:41:48
69,50.4,3.0,6.0,8.0,0,0,0,8,1,2017-01-27 18:24:47
19,136.32,2.0,32.0,73.0,4,0,0,0,27,2020-10-26 11:09:03
38,259.51,2.1,72.0,92.0,0,0,0,20,8,2017-09-14 13:23:17
43,767.34,8.7,56.0,47.0,0,0,0,9,20,2016-08-25 10:14:01
55,1913.1,6.0,368.0,64.0,47,61,6,30,0,2017-03-03 13:40:20
35,506.42,5.3,69.0,53.0,0,5,2,26,25,2017-11-29 16:17:36
32,430.74,4.2,65.0,70.0,0,0,0,4,52,2017-01-14 14:27:51
43,342.23,3.5,74.0,47.0,5,33,0,29,50,2018-05-30 15:25:10
44,200.97,2.9,55.0,20.0,2,0,0,20,20,2017-10-08 14:44:20
27,521.32,3.3,61.0,160.0,4,0,0,13,57,2017-10-05 16:29:03
58,875.84,6.8,85.0,63.0,2,0,1,17,4,2020-01-11 18:13:03
48,23.59,1.6,7.0,11.0,0,0,0,0,0,2018-11-05 17:13:59
35,121.22,1.1,63.0,84.0,0,0,2,26,14,2020-09-14 15:05:09
19,144.57,1.7,59.0,72.0,5,2,0,2,35,2017-05-11 12:02:30
54,92.3,2.3,39.0,8.0,0,15,0,28,0,2018-03-31 11:56:50
53,92.05,1.7,30.0,43.0,0,31,2,4,5,2016-08-25 17:01:58
20,386.61,4.2,51.0,78.0,5,0,0,1,11,2015-09-21 11:27:23
38,1114.75,9.1,70.0,74.0,4,0,0,3,43,2016-06-10 10:12:35
53,476.41,5.4,50.0,67.0,3,0,0,16,4,2015-02-17 14:36:13
55,770.52,4.2,105.0,140.0,0,7,0,10,5,2020-01-26 18:39:39
30,1180.45,9.4,98.0,115.0,34,15,0,2,27,2016-08-24 16:16:57
33,884.67,6.4,50.0,147.0,0,0,2,16,5,2020-08-23 12:26:55
21,197.09,2.6,37.0,80.0,4,2,0,6,76,2021-08-23 11:14:48
31,113.13,1.2,64.0,58.0,0,0,0,13,50,2017-07-09 17:44:05
33,753.57,6.5,71.0,81.0,2,2,0,4,2,2017-03-14 17:25:07
40,6.48,0.9,5.0,3.0,0,0,0,0,0,2017-08-19 17:28:44
46,567.18,5.6,52.0,86.0,0,33,0,2,5,2015-04-11 18:33:49
67,1558.87,9.2,168.0,90.0,16,42,6,36,10,2018-02-28 18:31:06
53,433.03,6.6,66.0,10.0,0,28,0,27,5,2018-01-01 14:22:10
24,182.88,3.3,12.0,66.0,18,0,0,6,40,2019-04-15 14:27:23
42,313.53,4.6,51.0,32.0,6,0,0,7,7,2017-03-08 17:37:41
47,412.46,3.5,60.0,100.0,0,0,0,13,4,2015-11-01 16:29:29
30,386.75,2.6,104.0,65.0,3,0,0,11,30,2019-01-18 13:54:09
39,12.15,1.5,6.0,3.0,0,0,0,0,0,2019-07-23 10:22:38
37,243.6,1.5,108.0,80.0,0,0,0,6,36,2016-03-21 15:59:45
44,29.16,1.8,10.0,8.0,0,0,0,0,0,2021-10-07 10:03:05
67,22.68,2.1,5.0,4.0,0,0,0,3,3,2020-11-02 13:33:14
41,9.58,1.3,2.0,7.0,0,0,0,0,0,2017-06-30 17:37:23
45,272.89,3.4,33.0,79.0,0,2,0,22,2,2020-08-04 15:50:01
46,11.06,0.9,4.0,11.0,0,0,0,0,0,2015-05-07 13:40:22
34,130.13,1.1,57.0,89.0,0,15,0,17,33,2020-02-02 11:21:49
28,419.15,4.0,67.0,70.0,1,10,0,24,52,2016-05-13 11:06:32
43,375.96,2.6,104.0,81.0,0,0,0,27,13,2016-03-28 10:47:21
62,1288.78,7.2,153.0,128.0,0,27,0,26,5,2017-07-11 14:56:03
21,377.55,6.7,7.0,70.0,7,0,0,2,93,2018-05-30 11:43:11
37,345.03,5.3,53.0,17.0,4,0,0,6,21,2015-10-16 14:34:28
48,472.97,5.4,30.0,95.0,1,30,0,7,0,2016-08-24 14:30:17
40,102.94,1.6,43.0,40.0,0,0,0,24,55,2019-09-22 18:51:54
52,343.6,5.8,50.0,22.0,0,0,0,27,4,2017-04-19 18:15:06
27,271.81,1.7,106.0,102.0,0,37,0,8,15,2020-07-16 17:22:49
31,613.11,5.5,45.0,112.0,0,45,0,22,55,2015-07-25 11:22:07
24,1431.78,9.8,91.0,134.0,37,4,2,7,22,2019-01-19 13:45:37
50,660.66,6.6,67.0,49.0,0,0,0,20,5,2017-01-09 11:05:22
67,21.84,2.6,6.0,1.0,0,0,0,6,3,2016-08-01 15:31:32
47,170.08,2.0,32.0,86.0,5,1,0,20,3,2019-07-08 14:41:26
21,218.4,2.6,52.0,65.0,6,0,0,5,16,2017-07-06 10:18:58
53,13.27,1.8,2.0,7.0,0,0,0,0,0,2020-12-09 10:17:38
37,32.49,1.9,12.0,7.0,0,0,0,0,0,2018-09-15 17:34:44
29,462.46,4.4,92.0,67.0,67,15,0,0,78,2021-05-10 10:51:58
20,251.62,2.5,50.0,108.0,0,0,0,4,81,2020-06-22 11:54:46
35,156.28,1.9,59.0,32.0,5,0,2,5,30,2019-05-03 10:04:19
34,1138.74,8.8,93.0,125.0,38,5,0,8,41,2016-04-20 10:36:35
54,251.62,2.5,57.0,78.0,0,1,0,9,5,2017-08-28 12:59:16
49,5.41,1.1,2.0,4.0,0,0,0,0,0,2018-04-13 13:36:32
48,231.87,5.2,31.0,26.0,0,14,0,13,5,2016-01-25 17:23:20
33,1266.72,10.0,63.0,130.0,78,48,3,6,36,2020-11-20 15:11:33
42,746.34,7.3,52.0,86.0,3,33,0,4,56,2018-09-26 13:27:16
54,343.6,6.2,55.0,9.0,0,3,0,4,0,2017-08-14 16:37:31
53,17.82,1.8,6.0,5.0,0,0,0,0,0,2019-10-12 12:50:40
38,437.24,3.9,33.0,129.0,0,0,1,11,25,2016-03-18 11:57:49
34,604.77,9.4,59.0,18.0,0,0,0,1,48,2017-10-03 12:34:06
30,245.28,2.4,53.0,70.0,2,0,0,26,15,2020-02-10 14:14:44
34,203.0,2.0,93.0,14.0,0,6,0,3,49,2015-10-10 16:32:17
34,993.83,7.6,115.0,113.0,23,12,0,14,96,2015-07-31 17:43:10
53,234.03,2.2,80.0,54.0,0,3,0,15,4,2018-03-16 18:37:53
51,515.72,6.4,32.0,81.0,1,5,0,4,3,2019-04-12 16:48:23
55,209.51,2.2,34.0,101.0,1,40,1,27,3,2020-02-21 10:16:55
66,36.48,1.9,4.0,12.0,0,0,0,3,1,2016-07-04 14:50:13
44,134.4,1.5,31.0,82.0,6,17,0,4,10,2016-08-03 12:54:56
45,303.8,2.0,58.0,134.0,2,10,1,10,5,2021-05-29 11:35:10
47,244.72,1.9,93.0,50.0,6,2,0,2,1,2018-04-26 16:14:18
42,8.35,1.7,3.0,3.0,0,0,0,0,0,2017-10-21 15:10:38
20,112.27,4.7,23.0,6.0,17,5,0,5,36,2018-03-24 13:46:59
37,163.07,1.6,43.0,97.0,4,3,1,12,43,2019-12-17 17:06:56
34,1412.61,9.8,86.0,134.0,88,43,0,0,34,2021-04-10 17:30:48
45,14.91,1.4,7.0,6.0,0,0,0,0,0,2018-06-24 16:28:32
23,60.2,0.7,57.0,73.0,10,0,0,3,20,2018-01-19 10:52:04
21,17.96,0.3,17.0,77.0,0,0,0,0,34,2019-03-16 15:25:51
56,574.83,6.4,53.0,66.0,2,0,0,20,1,2020-06-18 14:55:23
35,175.43,1.7,54.0,86.0,0,0,0,16,33,2016-11-21 11:26:14
56,410.1,5.8,38.0,58.0,0,25,2,10,5,2021-04-06 10:29:38
47,666.75,7.5,58.0,44.0,2,4,0,12,0,2016-09-20 16:47:46
32,299.55,4.5,42.0,45.0,1,3,0,11,7,2019-10-08 13:26:36
55,194.86,2.3,34.0,85.0,0,44,0,6,4,2015-08-13 14:29:44
42,1072.45,9.2,32.0,138.0,0,42,0,15,26,2016-04-04 14:49:03
57,271.17,3.3,63.0,40.0,0,0,0,26,4,2020-03-29 14:35:56
28,276.59,2.6,70.0,69.0,0,2,2,19,42,2017-08-12 10:56:29
47,379.27,2.6,65.0,138.0,0,2,1,16,4,2021-09-29 16:54:10
21,179.7,6.2,35.0,3.0,15,2,0,11,113,2021-09-09 15:31:51
25,185.49,1.6,61.0,96.0,0,19,0,11,34,2021-04-13 18:57:17
38,330.22,2.4,59.0,133.0,0,36,0,16,18,2018-08-04 10:03:34
46,151.61,1.4,58.0,89.0,0,38,0,20,2,2018-04-26 15:49:23
57,202.5,1.7,62.0,99.0,0,44,1,8,4,2018-07-22 14:46:32
32,1192.46,9.6,97.0,104.0,53,4,0,13,60,2020-04-23 18:29:17
35,216.07,3.2,60.0,20.0,2,3,0,23,24,2021-12-15 14:29:49
27,408.0,3.5,68.0,86.0,2,2,0,3,16,2018-09-10 18:46:53
55,15.6,1.3,3.0,7.0,0,0,0,3,2,2021-09-26 14:21:23
35,772.48,5.4,101.0,121.0,80,18,2,3,37,2018-07-14 11:39:16
56,744.33,5.7,80.0,92.0,2,31,3,6,4,2017-11-02 17:36:42
59,627.76,7.3,68.0,39.0,0,0,0,6,3,2017-07-21 12:27:56
36,3941.5,12.4,350.0,142.0,14,74,0,22,8,2015-08-18 10:37:17
37,224.73,2.8,46.0,60.0,2,39,0,1,53,2016-09-14 15:53:29
44,122.97,1.1,89.0,50.0,1,10,2,12,53,2015-12-16 12:57:26
39,700.24,8.1,38.0,69.0,1,3,0,8,29,2019-12-01 10:04:34
31,1482.0,15.2,65.0,80.0,35,9,0,12,147,2018-07-05 17:48:16
70,53.04,1.7,17.0,9.0,0,0,0,11,1,2018-09-26 11:08:52
25,683.55,6.3,56.0,75.0,2,0,1,9,2,2018-12-15 10:12:53
19,97.46,2.0,33.0,42.0,3,0,0,12,28,2017-12-24 16:10:30
43,432.18,2.8,52.0,146.0,3,0,0,20,10,2021-07-27 13:50:31
32,1346.88,9.2,96.0,132.0,32,7,0,14,56,2019-06-27 18:20:10
56,672.84,7.2,50.0,63.0,1,36,0,21,5,2019-11-03 14:19:59
53,702.8,5.9,53.0,113.0,0,0,3,21,5,2018-11-27 14:12:47
55,654.9,6.9,46.0,84.0,0,0,0,5,4,2020-03-13 14:31:09
58,463.86,2.9,89.0,100.0,5,11,0,6,3,2020-01-24 15:30:49
64,19.44,1.8,7.0,2.0,0,0,0,1,1,2019-08-18 11:06:54
54,476.48,4.4,57.0,90.0,0,33,0,19,3,2018-12-24 12:18:02
19,44.81,2.1,27.0,5.0,3,0,0,0,39,2017-04-17 18:33:07
33,18.02,1.1,9.0,11.0,0,0,0,0,0,2020-01-28 11:58:08
46,1077.58,8.6,87.0,55.0,4,0,0,2,2,2017-02-12 11:49:33
44,758.03,6.8,71.0,75.0,0,35,1,12,43,2017-01-01 12:03:10
69,10.56,1.1,3.0,5.0,0,0,0,11,1,2017-03-25 16:09:56
46,179.7,1.3,100.0,76.0,0,0,0,6,0,2017-06-24 13:56:31
68,33.12,2.3,3.0,9.0,0,0,0,11,3,2019-09-14 12:55:25
53,208.74,2.9,50.0,42.0,0,0,1,0,0,2017-09-08 16:17:52
37,4292.75,11.0,445.0,97.0,31,27,6,10,7,2021-05-16 11:39:02
46,237.54,3.3,36.0,61.0,2,4,1,7,3,2015-07-16 10:37:50
67,38.88,2.7,11.0,1.0,0,0,0,8,3,2021-08-07 14:31:05
68,22.44,1.7,8.0,3.0,0,0,0,4,0,2021-03-11 11:10:18
37,182.76,1.9,31.0,107.0,0,9,2,16,21,2017-09-26 13:06:18
57,1089.97,7.1,113.0,82.0,0,3,1,8,3,2015-05-12 15:27:34
41,189.19,2.7,31.0,67.0,0,12,0,19,63,2019-01-22 13:05:56
55,156.8,1.6,65.0,48.0,2,0,0,14,4,2020-12-26 11:06:14
26,245.0,2.0,46.0,110.0,0,26,0,10,23,2016-07-01 12:38:17
42,64.46,1.1,40.0,33.0,4,30,0,26,17,2015-09-22 10:45:41
27,191.1,2.0,68.0,51.0,6,0,0,5,30,2020-09-06 17:51:36
21,242.7,3.0,56.0,66.0,10,2,0,4,46,2017-10-27 12:37:28
47,222.7,2.3,65.0,61.0,0,0,1,4,4,2021-10-28 11:55:31
32,1247.22,8.2,103.0,118.0,65,11,0,3,104,2020-08-04 13:56:11
44,1458.24,9.6,57.0,136.0,2,17,0,13,37,2019-05-23 16:34:33
20,6.85,0.1,37.0,61.0,19,0,1,3,16,2015-12-07 15:11:42
20,236.96,3.0,47.0,75.0,4,2,0,6,48,2017-06-06 12:28:22
28,3448.55,11.8,352.0,55.0,21,50,5,29,9,2017-08-14 11:12:20
32,280.43,2.4,56.0,135.0,46,2,0,0,22,2021-08-28 10:37:55
36,296.46,2.6,69.0,82.0,0,0,0,1,25,2015-05-18 17:31:17
52,320.04,1.8,84.0,136.0,0,1,1,16,4,2017-05-09 15:33:43
55,515.2,4.0,78.0,74.0,0,4,0,12,4,2016-02-27 10:42:37
60,120.39,1.8,31.0,61.0,0,25,0,15,4,2021-02-18 11:07:52
43,521.7,7.8,67.0,10.0,2,3,0,9,13,2015-09-12 13:09:26
44,641.84,4.4,62.0,142.0,0,0,0,13,61,2015-06-29 16:58:55
33,324.62,2.6,82.0,79.0,2,17,0,5,21,2016-06-16 18:56:34
41,13.76,1.4,6.0,6.0,0,0,0,0,0,2017-10-25 14:52:06
23,56.41,0.7,45.0,72.0,19,0,0,1,117,2016-11-19 13:04:04
60,245.69,3.8,45.0,37.0,3,17,0,12,0,2020-10-22 15:14:31
27,279.72,3.7,41.0,50.0,0,0,0,1,2,2015-03-26 14:44:37
33,278.69,2.5,65.0,84.0,0,20,2,11,15,2018-03-28 15:51:29
59,191.1,3.0,36.0,46.0,8,5,0,15,1,2020-10-11 18:29:22
59,676.11,5.8,77.0,75.0,0,0,0,13,3,2015-05-26 18:32:24
51,920.91,7.9,80.0,70.0,2,0,0,17,4,2019-06-24 10:56:41
58,248.81,1.8,55.0,139.0,0,0,0,4,4,2019-06-17 13:13:54
25,551.76,4.4,89.0,108.0,24,41,0,8,40,2020-01-11 12:22:28
20,436.45,5.8,36.0,65.0,13,2,0,4,45,2016-08-08 16:18:37
43,285.38,3.2,67.0,46.0,0,2,0,5,63,2015-09-10 11:15:58
56,111.98,1.2,69.0,47.0,5,3,0,14,1,2021-03-09 12:20:10
47,144.5,1.3,50.0,100.0,7,0,0,18,4,2020-10-26 11:40:41
30,593.17,4.8,70.0,96.0,0,0,1,13,4,2019-10-27 14:04:59
48,381.69,2.8,38.0,160.0,0,31,0,12,4,2016-01-01 17:52:58
34,728.09,9.0,45.0,62.0,2,0,1,3,22,2021-03-22 15:41:49
24,37.46,0.4,37.0,110.0,0,0,0,3,33,2021-04-16 10:38:41
39,129.78,1.8,68.0,7.0,0,41,0,19,68,2015-05-18 11:54:21
30,781.82,7.4,102.0,81.0,21,29,0,12,158,2018-11-15 13:05:22
48,9.17,1.4,2.0,5.0,2,0,0,0,0,2021-11-25 11:05:05
40,608.91,7.9,50.0,50.0,0,38,2,8,33,2017-05-07 13:54:58
21,5.73,0.3,25.0,5.0,0,0,0,0,41,2018-08-15 14:02:47
39,8.91,0.9,7.0,4.0,0,0,0,0,0,2020-07-14 11:29:01
58,404.18,4.5,49.0,72.0,0,0,0,12,2,2021-12-30 13:33:18
56,127.53,1.1,52.0,109.0,0,4,0,25,5,2017-02-14 16:32:55
41,327.74,3.5,60.0,62.0,0,42,0,24,10,2020-08-07 15:22:01
44,895.94,9.7,57.0,65.0,0,2,0,29,28,2016-10-21 14:08:22
43,375.0,2.9,109.0,50.0,0,0,0,0,12,2017-01-24 17:12:07
30,722.4,4.0,112.0,100.0,0,25,0,20,6,2018-04-18 14:06:05
21,125.62,5.8,26.0,4.0,8,0,0,7,101,2021-03-01 15:15:52
66,74.88,2.4,14.0,12.0,0,0,0,4,1,2017-11-17 14:39:13
45,278.24,2.8,64.0,66.0,0,0,0,8,0,2017-08-07 11:41:50
46,37.67,2.3,9.0,11.0,0,0,0,0,0,2015-05-27 12:57:24
43,1018.56,6.5,65.0,155.0,0,10,0,28,18,2020-01-07 14:03:52
36,333.06,2.6,63.0,94.0,0,20,0,23,14,2020-09-24 18:59:30
48,267.75,1.5,68.0,159.0,0,6,0,1,1,2016-07-04 11:47:30
35,1210.75,8.3,92.0,98.0,2,0,0,11,36,2015-12-22 18:22:26
59,636.39,5.3,67.0,92.0,5,31,1,20,1,2020-11-07 11:47:50
54,694.4,6.2,53.0,85.0,0,0,0,8,4,2015-07-28 12:07:33
36,423.92,5.5,57.0,41.0,0,22,2,6,24,2017-04-04 12:28:37
56,736.69,9.0,44.0,66.0,1,0,0,7,2,2015-04-27 15:29:45
46,357.21,2.7,64.0,99.0,0,28,0,13,4,2015-05-28 17:03:15
51,380.48,3.3,65.0,88.0,4,3,0,16,1,2015-11-11 11:06:21
20,9.94,0.1,24.0,111.0,14,0,0,1,26,2018-11-15 13:40:13
38,262.01,3.8,60.0,12.0,3,0,0,7,25,2018-08-16 11:45:27
53,128.59,1.1,65.0,76.0,0,5,0,8,2,2018-02-18 15:11:11
40,13.5,1.5,5.0,5.0,0,0,0,0,0,2018-10-07 14:15:14
40,385.7,3.5,97.0,37.0,0,27,0,7,48,2021-11-30 18:39:38
59,299.64,2.8,76.0,61.0,0,3,0,15,4,2020-04-21 17:15:40
33,308.94,2.5,45.0,131.0,0,33,1,28,3,2016-05-26 18:52:55
27,97.21,1.4,37.0,57.0,0,4,2,28,18,2021-05-26 15:23:48
48,14.04,1.2,5.0,8.0,0,0,0,0,0,2020-09-10 12:14:06
27,267.54,2.0,105.0,60.0,4,33,3,29,20,2017-09-10 15:36:19
26,265.18,2.3,57.0,99.0,4,34,0,10,56,2016-11-23 13:10:48
51,8.35,1.7,3.0,3.0,0,0,0,0,0,2018-04-09 13:46:55
44,267.54,4.0,33.0,57.0,2,0,0,14,33,2020-08-31 16:02:28
23,98.28,1.2,36.0,77.0,8,0,0,4,31,2015-07-26 14:03:03
38,1148.03,8.9,82.0,85.0,3,29,1,8,34,2020-05-18 18:51:04
59,369.6,3.2,55.0,87.0,0,31,0,7,3,2020-06-06 12:57:17
50,963.14,8.0,65.0,97.0,0,0,0,27,2,2020-03-20 14:38:40
21,155.17,2.9,29.0,52.0,6,0,0,4,73,2015-02-01 18:49:47
20,221.37,2.5,57.0,67.0,5,0,0,11,27,2018-01-10 10:10:37
35,766.5,6.3,58.0,109.0,0,17,2,11,29,2016-06-08 14:11:37
50,74.55,1.5,43.0,10.0,2,0,0,3,0,2021-05-15 17:55:27
53,235.69,3.7,48.0,23.0,2,0,2,10,1,2019-09-01 11:36:29
34,729.21,9.5,51.0,47.0,3,10,0,21,1,2016-12-18 12:23:07
27,955.88,8.2,98.0,100.0,31,7,0,11,21,2019-11-26 14:36:31
46,305.55,4.5,45.0,33.0,0,24,0,2,1,2017-06-19 11:46:29
39,1387.39,6.6,224.0,102.0,8,26,0,14,7,2020-02-23 18:57:47
43,403.6,6.4,43.0,38.0,0,26,0,22,14,2019-07-22 13:20:03
52,461.06,4.4,57.0,83.0,3,15,0,2,5,2018-09-07 14:27:14
20,313.91,4.4,35.0,74.0,6,3,0,5,50,2018-02-09 16:53:58
52,709.84,5.7,67.0,99.0,5,39,0,16,4,2021-06-06 15:57:32
41,259.67,3.1,33.0,83.0,3,0,1,21,35,2016-01-06 18:18:47
55,247.62,2.5,50.0,69.0,3,30,0,20,5,2021-04-22 15:36:46
24,222.6,4.0,12.0,64.0,7,0,1,6,91,2019-07-25 17:10:40
54,753.06,9.2,62.0,39.0,3,30,0,0,5,2017-12-10 13:05:53
65,20.4,1.0,8.0,9.0,0,0,0,11,1,2019-01-13 14:12:58
34,1291.33,5.6,228.0,121.0,26,60,6,33,10,2015-12-05 15:14:29
60,397.49,3.0,71.0,108.0,0,1,0,9,4,2017-02-23 14:32:10
40,9.01,1.1,6.0,4.0,0,0,0,0,0,2019-07-11 15:13:50
43,2052.05,11.0,180.0,73.0,27,29,0,22,13,2020-01-09 18:43:03
24,85.93,1.9,21.0,47.0,6,0,0,0,61,2018-03-14 10:36:01
37,1083.6,9.0,76.0,65.0,0,0,0,10,23,2015-02-08 11:21:45
36,6.55,1.0,3.0,5.0,0,0,0,0,0,2017-11-10 18:21:51
45,633.5,4.5,48.0,152.0,2,3,0,22,3,2016-03-21 15:18:53
45,798.35,8.3,61.0,65.0,0,6,0,13,5,2020-09-17 11:35:16
51,748.35,8.9,51.0,60.0,0,0,0,4,1,2020-12-12 18:24:33
45,245.85,3.1,55.0,46.0,3,23,1,15,0,2019-12-24 16:03:39
43,333.5,3.7,30.0,98.0,3,2,0,27,23,2016-01-23 16:20:47
49,316.57,2.7,73.0,63.0,3,0,1,2,5,2019-11-04 11:32:57
37,623.0,8.9,29.0,59.0,0,25,2,14,31,2018-01-30 15:45:29
51,354.43,5.2,43.0,46.0,0,0,0,12,4,2017-11-09 10:34:36
34,428.06,6.4,34.0,57.0,0,40,1,24,22,2015-10-06 14:58:23
35,2597.4,14.8,116.0,143.0,67,49,1,14,65,2020-12-01 15:32:31
58,518.14,8.3,43.0,36.0,2,1,3,23,5,2015-12-02 14:37:55
44,519.03,9.7,36.0,33.0,0,7,0,30,39,2016-09-08 16:13:08
42,126.35,1.9,44.0,29.0,8,37,0,12,17,2016-12-15 16:32:17
59,380.67,2.4,65.0,156.0,2,10,0,10,4,2020-04-30 13:45:07
47,486.64,4.4,37.0,106.0,0,41,1,16,2,2017-12-20 13:46:38
39,277.1,2.9,50.0,79.0,0,7,0,17,22,2018-05-10 14:28:13
48,1837.24,13.2,152.0,61.0,11,10,0,28,6,2020-05-18 15:28:02
37,135.39,1.3,54.0,85.0,5,39,0,2,48,2016-02-12 11:04:54
